hop,cos_like,sin_like,Tx,Ty,Tz,Cx,Cy,f
0,-0.17894957272316625,0.3272974681214134,-3.5189428516188093,-0.43322900901559647,3.512646785228789,0.2314809161419139,-0.8117305702242488,-99.31934530660395
1,-0.4631751602090591,0.886266760611788,-3.5069952620919898,-0.2777281192188958,3.4659756618097917,0.4619480222152709,-0.4453622210037605,-99.86091408369789
2,-0.46305036422426055,0.8863319695191973,-3.5078309733736774,-0.27794658387669796,3.4653496118026736,0.266359264502387,-0.12062973249297537,-99.86088124787544
3,-0.4630333780000742,0.8863408435008739,-3.5073731368715517,-0.277228908453372,3.4658531811668083,0.7062701657019499,-0.5386547400156042,-99.8608608556211
4,-0.46307494274785976,0.8863191284176747,-3.5080817768498744,-0.2788046982022156,3.465321511911575,0.6116070445940015,-0.7419314427061787,-99.86102681609034
5,-0.4632140276595837,0.8862464468641815,-3.507988548318726,-0.2777538302710779,3.465870034677744,1.2187744719498639,-1.1498333698533982,-99.86082352756583
6,-0.46338506191277384,0.8861570314544114,-3.507807980538018,-0.2801636811519468,3.4666190944825894,0.8299024229035445,-1.9074641198055415,-99.86075335585288
7,-0.46290601917958685,0.8864073653841713,-3.507918718287989,-0.27800619813035443,3.4655830325007533,1.277063268705368,-1.914064206278367,-99.86074635231861
8,-0.46346374563715653,0.8861158820831376,-3.5072566096526043,-0.27971328608701174,3.4666370201425107,0.5982783170782224,-1.8099358232769875,-99.86062599285724
9,-0.463154370393594,0.8862776253439515,-3.5074958230130084,-0.27697178476969214,3.465533622137107,0.7680990850252796,-1.4596802444627217,-99.8608294717031
10,-0.4634115607942111,0.8861431742795706,-3.5075565883513637,-0.2792745535170941,3.465404456272509,0.36974847221638646,-0.4881579967005142,-99.86090127650074
